Date,Country,Channel,Campaign_ID,Campaign_Name,Sessions,Users
2024-05-12,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,12029,10396
2024-05-12,France,Google Ads,CAMP-FR-GGL-010,Home Decor Search FR,1550,1350
2024-05-12,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,474,393
2024-05-12,Portugal,Email Marketing,CAMP-PT-EML-033,Newsletter PT,460,354
2024-05-12,Portugal,Google Ads,CAMP-PT-GGL-024,Christmas Search PT,356,331
2024-05-12,Portugal,Meta Ads,CAMP-PT-MTA-017,Black Friday Campaign PT,158,129
2024-05-12,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,2261,1805
2024-05-12,Spain,Google Ads,CAMP-ES-GGL-036,Furniture Search ES,363,342
2024-05-12,Spain,Meta Ads,CAMP-ES-MTA-022,Christmas Inspiration ES,530,492
2024-05-13,France,Email Marketing,CAMP-FR-EML-020,Loyal Customer Offer FR,6761,6222
2024-05-13,France,Google Ads,CAMP-FR-GGL-034,Furniture Search FR,1921,1803
2024-05-13,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,1777,1499
2024-05-13,Portugal,Email Marketing,CAMP-PT-EML-018,Product Launch PT,1647,1357
2024-05-13,Portugal,Google Ads,CAMP-PT-GGL-016,Black Friday Search PT,428,369
2024-05-13,Portugal,Meta Ads,CAMP-PT-MTA-044,Christmas Inspiration PT,241,222
2024-05-13,Spain,Email Marketing,CAMP-ES-EML-030,Product Launch ES,2766,2462
2024-05-13,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,942,759
2024-05-13,Spain,Meta Ads,CAMP-ES-MTA-045,Black Friday Campaign ES,417,317
2024-05-14,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,5018,4596
2024-05-14,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,2009,1621
2024-05-14,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,1175,993
2024-05-14,Portugal,Email Marketing,CAMP-PT-EML-033,Newsletter PT,685,647
2024-05-14,Portugal,Google Ads,CAMP-PT-GGL-031,Brand Search PT,270,213
2024-05-14,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,119,89
2024-05-14,Spain,Email Marketing,CAMP-ES-EML-030,Product Launch ES,1940,1477
2024-05-14,Spain,Google Ads,CAMP-ES-GGL-049,Christmas Search ES,788,657
2024-05-14,Spain,Meta Ads,CAMP-ES-MTA-040,Spring Collection ES,312,255
2024-05-15,France,Email Marketing,CAMP-FR-EML-020,Loyal Customer Offer FR,16743,13731
2024-05-15,France,Google Ads,CAMP-FR-GGL-010,Home Decor Search FR,3222,2933
2024-05-15,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,1539,1417
2024-05-15,Portugal,Email Marketing,CAMP-PT-EML-018,Product Launch PT,2083,1669
2024-05-15,Portugal,Google Ads,CAMP-PT-GGL-024,Christmas Search PT,206,181
2024-05-15,Portugal,Meta Ads,CAMP-PT-MTA-017,Black Friday Campaign PT,355,296
2024-05-15,Spain,Email Marketing,CAMP-ES-EML-048,Welcome Series ES,2048,1615
2024-05-15,Spain,Google Ads,CAMP-ES-GGL-021,Black Friday Search ES,696,532
2024-05-15,Spain,Meta Ads,CAMP-ES-MTA-014,Spain Expansion ES,433,338
2024-05-16,France,Email Marketing,CAMP-FR-EML-012,Seasonal Promotion FR,14421,13539
2024-05-16,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,3399,3206
2024-05-16,France,Meta Ads,CAMP-FR-MTA-011,Spring Collection FR,870,661
2024-05-16,Portugal,Email Marketing,CAMP-PT-EML-038,Loyal Customer Offer PT,828,749
2024-05-16,Portugal,Google Ads,CAMP-PT-GGL-037,Furniture Search PT,630,557
2024-05-16,Portugal,Meta Ads,CAMP-PT-MTA-032,Spring Collection PT,233,219
2024-05-16,Spain,Email Marketing,CAMP-ES-EML-048,Welcome Series ES,1933,1740
2024-05-16,Spain,Google Ads,CAMP-ES-GGL-036,Furniture Search ES,970,833
2024-05-16,Spain,Meta Ads,CAMP-ES-MTA-029,Summer Living ES,1024,803
2024-05-17,France,Email Marketing,CAMP-FR-EML-042,Newsletter FR,5556,5061
2024-05-17,France,Google Ads,CAMP-FR-GGL-034,Furniture Search FR,4274,3956
2024-05-17,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,1910,1604
2024-05-17,Portugal,Email Marketing,CAMP-PT-EML-026,Seasonal Promotion PT,1907,1545
2024-05-17,Portugal,Google Ads,CAMP-PT-GGL-024,Christmas Search PT,363,322
2024-05-17,Portugal,Meta Ads,CAMP-PT-MTA-025,Summer Living PT,244,185
2024-05-17,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,1836,1613
2024-05-17,Spain,Google Ads,CAMP-ES-GGL-013,Brand Search ES,670,617
2024-05-17,Spain,Meta Ads,CAMP-ES-MTA-029,Summer Living ES,533,469
2024-05-18,France,Email Marketing,CAMP-FR-EML-042,Newsletter FR,5820,5098
2024-05-18,France,Google Ads,CAMP-FR-GGL-010,Home Decor Search FR,1289,1081
2024-05-18,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,2225,1858
2024-05-18,Portugal,Email Marketing,CAMP-PT-EML-026,Seasonal Promotion PT,1117,1025
2024-05-18,Portugal,Google Ads,CAMP-PT-GGL-024,Christmas Search PT,473,432
2024-05-18,Portugal,Meta Ads,CAMP-PT-MTA-017,Black Friday Campaign PT,151,123
2024-05-18,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,3405,2862
2024-05-18,Spain,GoogleAds,CAMP-ES-GGL-049,Christmas Search ES,1581,1501
2024-05-18,Spain,Meta Ads,CAMP-ES-MTA-029,Summer Living ES,390,309
2024-05-19,France,Email Marketing,CAMP-FR-EML-042,Newsletter FR,5321,4235
2024-05-19,France,Google Ads,CAMP-FR-GGL-027,Brand Search FR,1365,1266
2024-05-19,France,Meta Ads,CAMP-FR-MTA-011,Spring Collection FR,1209,1009
2024-05-19,Portugal,Email Marketing,CAMP-PT-EML-026,Seasonal Promotion PT,889,782
2024-05-19,Portugal,Google Ads,CAMP-PT-GGL-031,Brand Search PT,449,384
2024-05-19,Portugal,Meta Ads,CAMP-PT-MTA-044,Christmas Inspiration PT,363,341
2024-05-19,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,2022,1761
2024-05-19,Spain,Google Ads,CAMP-ES-GGL-049,Christmas Search ES,282,238
2024-05-19,Spain,Meta Ads,CAMP-ES-MTA-029,Summer Living ES,398,347
2024-05-20,France,Email Marketing,CAMP-FR-EML-028,Product Launch FR,4869,3965
2024-05-20,France,GoogleAds,CAMP-FR-GGL-027,Brand Search FR,3246,2910
2024-05-20,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,2034,1928
2024-05-20,Portugal,Email Marketing,CAMP-PT-EML-033,Newsletter PT,1305,1099
2024-05-20,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,260,200
2024-05-20,Portugal,Meta Ads,CAMP-PT-MTA-017,Black Friday Campaign PT,224,186
2024-05-20,Spain,Email Marketing,CAMP-ES-EML-048,Welcome Series ES,2910,2338
2024-05-20,Spain,Google Ads,CAMP-ES-GGL-043,Home Decor Search ES,790,727
2024-05-20,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,492,438
2024-05-21,France,Email Marketing,CAMP-FR-EML-042,Newsletter FR,11191,9302
2024-05-21,France,Google Ads,CAMP-FR-GGL-027,Brand Search FR,1601,1462
2024-05-21,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,1507,1370
2024-05-21,Portugal,Email Marketing,CAMP-PT-EML-018,Product Launch PT,2327,1869
2024-05-21,Portugal,Google Ads,CAMP-PT-GGL-037,Furniture Search PT,400,307
2024-05-21,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,122,110
2024-05-21,Spain,Email Marketing,CAMP-ES-EML-023,Newsletter ES,4762,4349
2024-05-21,Spain,Google Ads,CAMP-ES-GGL-049,Christmas Search ES,548,450
2024-05-21,Spain,Meta Ads,CAMP-ES-MTA-029,Summer Living ES,286,253
2024-05-22,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,12745,11807
2024-05-22,France,Google Ads,CAMP-FR-GGL-034,Furniture Search FR,3842,3432
2024-05-22,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,1669,1470
2024-05-22,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,1587,1216
2024-05-22,Portugal,Google Ads,CAMP-PT-GGL-024,Christmas Search PT,404,313
2024-05-22,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,140,116
2024-05-22,Spain,Email Marketing,CAMP-ES-EML-030,Product Launch ES,2614,2482
2024-05-22,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,923,712
2024-05-22,Spain,Meta Ads,CAMP-ES-MTA-014,Spain Expansion ES,646,508
2024-05-23,France,Email Marketing,CAMP-FR-EML-020,Loyal Customer Offer FR,5023,3951
2024-05-23,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,2378,1859
2024-05-23,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,841,675
2024-05-23,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,1718,1486
2024-05-23,Portugal,Google Ads,CAMP-PT-GGL-016,Black Friday Search PT,492,431
2024-05-23,Portugal,Meta Ads,CAMP-PT-MTA-017,Black Friday Campaign PT,537,430
2024-05-23,Spain,Email Marketing,CAMP-ES-EML-048,Welcome Series ES,1776,1616
2024-05-23,Spain,Google Ads,CAMP-ES-GGL-036,Furniture Search ES,654,613
2024-05-23,Spain,Meta Ads,CAMP-ES-MTA-045,Black Friday Campaign ES,354,316
2024-05-24,France,Email Marketing,CAMP-FR-EML-028,Product Launch FR,7310,6688
2024-05-24,France,Google Ads,CAMP-FR-GGL-034,Furniture Search FR,1945,1774
2024-05-24,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,1491,1368
2024-05-24,Portugal,Email Marketing,CAMP-PT-EML-018,Product Launch PT,1124,1032
2024-05-24,Portugal,Google Ads,CAMP-PT-GGL-037,Furniture Search PT,315,253
2024-05-24,Portugal,Meta Ads,CAMP-PT-MTA-017,Black Friday Campaign PT,292,272
2024-05-24,Spain,Email Marketing,CAMP-ES-EML-048,Welcome Series ES,1688,1405
2024-05-24,Spain,Google Ads,CAMP-ES-GGL-021,Black Friday Search ES,1027,950
2024-05-24,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,582,520
2024-05-25,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,7079,6196
2024-05-25,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,1326,1204
2024-05-25,France,Meta Ads,CAMP-FR-MTA-011,Spring Collection FR,1393,1121
2024-05-25,Portugal,Email Marketing,CAMP-PT-EML-033,Newsletter PT,1221,947
2024-05-25,Portugal,Google Ads,CAMP-PT-GGL-046,Home Decor Search PT,190,174
2024-05-25,Portugal,Meta Ads,CAMP-PT-MTA-032,Spring Collection PT,176,163
2024-05-25,Spain,Email Marketing,CAMP-ES-EML-030,Product Launch ES,2226,2074
2024-05-25,Spain,Google Ads,CAMP-ES-GGL-049,Christmas Search ES,652,618
2024-05-25,Spain,Meta Ads,CAMP-ES-MTA-045,Black Friday Campaign ES,617,471
2024-05-26,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,5621,5109
2024-05-26,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,2663,2456
2024-05-26,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,1514,1316
2024-05-26,Portugal,Email Marketing,CAMP-PT-EML-038,Loyal Customer Offer PT,1043,930
2024-05-26,Portugal,Google Ads,CAMP-PT-GGL-046,Home Decor Search PT,279,258
2024-05-26,Portugal,Meta Ads,CAMP-PT-MTA-044,Christmas Inspiration PT,356,273
2024-05-26,Spain,Email Marketing,CAMP-ES-EML-048,Welcome Series ES,3313,3035
2024-05-26,Spain,Google Ads,CAMP-ES-GGL-043,Home Decor Search ES,663,508
2024-05-26,Spain,Meta Ads,CAMP-ES-MTA-040,Spring Collection ES,522,456
2024-05-27,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,4721,4060
2024-05-27,France,Google Ads,CAMP-FR-GGL-010,Home Decor Search FR,2455,2238
2024-05-27,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,1178,1056
2024-05-27,Portugal,Email Marketing,CAMP-PT-EML-033,Newsletter PT,2609,2374
2024-05-27,Portugal,Google Ads,CAMP-PT-GGL-031,Brand Search PT,330,311
2024-05-27,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,457,390
2024-05-27,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,4222,3525
2024-05-27,Spain,Google Ads,CAMP-ES-GGL-036,Furniture Search ES,729,621
2024-05-27,Spain,Meta Ads,CAMP-ES-MTA-045,Black Friday Campaign ES,660,586
2024-05-28,France,Email Marketing,CAMP-FR-EML-042,Newsletter FR,7097,6228
2024-05-28,France,Google Ads,CAMP-FR-GGL-010,Home Decor Search FR,2161,1682
2024-05-28,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,1379,1051
2024-05-28,Portugal,Email Marketing,CAMP-PT-EML-033,Newsletter PT,1628,1360
2024-05-28,Portugal,Google Ads,CAMP-PT-GGL-024,Christmas Search PT,522,492
2024-05-28,Portugal,Meta Ads,CAMP-PT-MTA-032,Spring Collection PT,191,164
2024-05-28,Spain,Email Marketing,CAMP-ES-EML-048,Welcome Series ES,1774,1513
2024-05-28,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,846,783
2024-05-28,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,359,287
2024-05-29,France,Email Marketing,CAMP-FR-EML-012,Seasonal Promotion FR,8793,6633
2024-05-29,France,Google Ads,CAMP-FR-GGL-027,Brand Search FR,3076,2681
2024-05-29,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,1080,1017
2024-05-29,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,1633,1457
2024-05-29,Portugal,Google Ads,CAMP-PT-GGL-037,Furniture Search PT,465,429
2024-05-29,Portugal,Meta Ads,CAMP-PT-MTA-017,Black Friday Campaign PT,180,158
2024-05-29,Spain,Email Marketing,CAMP-ES-EML-030,Product Launch ES,2666,2120
2024-05-29,Spain,Google Ads,CAMP-ES-GGL-043,Home Decor Search ES,754,638
2024-05-29,Spain,Meta Ads,CAMP-ES-MTA-022,Christmas Inspiration ES,866,674
2024-05-30,France,Email Marketing,CAMP-FR-EML-042,Newsletter FR,13614,12782
2024-05-30,France,Google Ads,CAMP-FR-GGL-027,Brand Search FR,2601,2059
2024-05-30,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,2745,2322
2024-05-30,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,1038,865
2024-05-30,Portugal,Google Ads,CAMP-PT-GGL-031,Brand Search PT,228,214
2024-05-30,Portugal,Meta Ads,CAMP-PT-MTA-017,Black Friday Campaign PT,347,323
2024-05-30,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,2005,1882
2024-05-30,Spain,Google Ads,CAMP-ES-GGL-021,Black Friday Search ES,683,571
2024-05-30,Spain,Meta Ads,CAMP-ES-MTA-014,Spain Expansion ES,570,434
2024-05-31,France,Email Marketing,CAMP-FR-EML-020,Loyal Customer Offer FR,9587,8625
2024-05-31,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,2803,2152
2024-05-31,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,1356,1036
2024-05-31,Portugal,Email Marketing,CAMP-PT-EML-038,Loyal Customer Offer PT,1431,1332
2024-05-31,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,460,368
2024-05-31,Portugal,Meta Ads,CAMP-PT-MTA-044,Christmas Inspiration PT,314,248
2024-05-31,Spain,Email Marketing,CAMP-ES-EML-023,Newsletter ES,966,818
2024-05-31,Spain,Google Ads,CAMP-ES-GGL-043,Home Decor Search ES,1558,1458
2024-05-31,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,212,170
2024-06-01,France,Email Marketing,CAMP-FR-EML-020,Loyal Customer Offer FR,7122,6632
2024-06-01,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,3080,2473
2024-06-01,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,2356,2073
2024-06-01,Portugal,Email Marketing,CAMP-PT-EML-026,Seasonal Promotion PT,518,441
2024-06-01,Portugal,Google Ads,CAMP-PT-GGL-016,Black Friday Search PT,279,217
2024-06-01,Portugal,Meta Ads,CAMP-PT-MTA-025,Summer Living PT,215,167
2024-06-01,Spain,Email Marketing,CAMP-ES-EML-030,Product Launch ES,2633,2239
2024-06-01,Spain,Google Ads,CAMP-ES-GGL-013,Brand Search ES,396,357
2024-06-01,Spain,Meta Ads,CAMP-ES-MTA-040,Spring Collection ES,308,283
2024-06-02,France,Email Marketing,CAMP-FR-EML-020,Loyal Customer Offer FR,13353,11645
2024-06-02,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,2491,2245
2024-06-02,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,3753,3138
2024-06-02,Portugal,Email Marketing,CAMP-PT-EML-038,Loyal Customer Offer PT,1684,1323
2024-06-02,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,218,197
2024-06-02,Portugal,Meta Ads,CAMP-PT-MTA-032,Spring Collection PT,204,175
2024-06-02,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,2184,1832
2024-06-02,Spain,Google Ads,CAMP-ES-GGL-036,Furniture Search ES,616,559
2024-06-02,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,258,243
2024-06-03,France,Email Marketing,CAMP-FR-EML-020,Loyal Customer Offer FR,6389,5171
2024-06-03,France,Google Ads,CAMP-FR-GGL-034,Furniture Search FR,3178,2851
2024-06-03,France,Meta Ads,CAMP-FR-MTA-011,Spring Collection FR,2357,2111
2024-06-03,Portugal,Email Marketing,CAMP-PT-EML-033,Newsletter PT,993,906
2024-06-03,Portugal,Google Ads,CAMP-PT-GGL-016,Black Friday Search PT,520,470
2024-06-03,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,140,121
2024-06-03,Spain,Email Marketing,CAMP-ES-EML-030,Product Launch ES,1723,1430
2024-06-03,Spain,Google Ads,CAMP-ES-GGL-013,Brand Search ES,483,402
2024-06-03,Spain,Meta Ads,CAMP-ES-MTA-014,Spain Expansion ES,450,393
2024-06-04,France,Email Marketing,CAMP-FR-EML-042,Newsletter FR,8647,6758
2024-06-04,France,Google Ads,CAMP-FR-GGL-034,Furniture Search FR,2578,2049
2024-06-04,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,541,456
2024-06-04,Portugal,Email Marketing,CAMP-PT-EML-033,Newsletter PT,1834,1430
2024-06-04,Portugal,Google Ads,CAMP-PT-GGL-024,Christmas Search PT,305,261
2024-06-04,Portugal,Meta Ads,CAMP-PT-MTA-025,Summer Living PT,355,282
2024-06-04,Spain,Email Marketing,CAMP-ES-EML-048,Welcome Series ES,2294,1891
2024-06-04,Spain,Google Ads,CAMP-ES-GGL-043,Home Decor Search ES,429,402
2024-06-04,Spain,Meta Ads,CAMP-ES-MTA-014,Spain Expansion ES,486,388
2024-06-05,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,8933,8396
2024-06-05,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,3039,2336
2024-06-05,France,Meta Ads,CAMP-FR-MTA-011,Spring Collection FR,1182,938
2024-06-05,Portugal,Email Marketing,CAMP-PT-EML-038,Loyal Customer Offer PT,2337,2181
2024-06-05,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,440,401
2024-06-05,Portugal,Meta Ads,CAMP-PT-MTA-017,Black Friday Campaign PT,287,244
2024-06-05,Spain,Email Marketing,CAMP-ES-EML-015,Seasonal Promotion ES,2838,2315
2024-06-05,Spain,Google Ads,CAMP-ES-GGL-013,Brand Search ES,615,560
2024-06-05,Spain,Meta Ads,CAMP-ES-MTA-029,Summer Living ES,301,252
2024-06-06,France,Email Marketing,CAMP-FR-EML-028,Product Launch FR,5843,4628
2024-06-06,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,2779,2621
2024-06-06,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,1214,1134
2024-06-06,Portugal,Email Marketing,CAMP-PT-EML-033,Newsletter PT,676,534
2024-06-06,Portugal,Google Ads,CAMP-PT-GGL-031,Brand Search PT,496,451
2024-06-06,Portugal,Meta Ads,CAMP-PT-MTA-025,Summer Living PT,269,245
2024-06-06,Spain,Email Marketing,CAMP-ES-EML-023,Newsletter ES,1197,1021
2024-06-06,Spain,Google Ads,CAMP-ES-GGL-036,Furniture Search ES,956,832
2024-06-06,Spain,Meta Ads,CAMP-ES-MTA-029,Summer Living ES,564,494
2024-06-07,France,Email Marketing,CAMP-FR-EML-020,Loyal Customer Offer FR,7477,6675
2024-06-07,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,2609,2429
2024-06-07,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,2552,2006
2024-06-07,Portugal,Email Marketing,CAMP-PT-EML-026,Seasonal Promotion PT,1415,1328
2024-06-07,Portugal,Google Ads,CAMP-PT-GGL-031,Brand Search PT,473,403
2024-06-07,Portugal,Meta Ads,CAMP-PT-MTA-032,Spring Collection PT,338,279
2024-06-07,Spain,Email Marketing,CAMP-ES-EML-030,Product Launch ES,3128,2692
2024-06-07,Spain,Google Ads,CAMP-ES-GGL-036,Furniture Search ES,811,766
2024-06-07,Spain,Meta Ads,CAMP-ES-MTA-040,Spring Collection ES,369,282
2024-06-08,France,Email Marketing,CAMP-FR-EML-020,Loyal Customer Offer FR,4271,3580
2024-06-08,France,Google Ads,CAMP-FR-GGL-010,Home Decor Search FR,1462,1127
2024-06-08,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,1103,978
2024-06-08,Portugal,Email Marketing,CAMP-PT-EML-018,Product Launch PT,543,435
2024-06-08,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,276,259
2024-06-08,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,467,435
2024-06-08,Spain,Email Marketing,CAMP-ES-EML-015,Seasonal Promotion ES,1685,1321
2024-06-08,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,799,639
2024-06-08,Spain,Meta Ads,CAMP-ES-MTA-040,Spring Collection ES,307,248
2024-06-09,France,Email Marketing,CAMP-FR-EML-020,Loyal Customer Offer FR,10362,7829
2024-06-09,France,Google Ads,CAMP-FR-GGL-034,Furniture Search FR,4047,3582
2024-06-09,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,1533,1435
2024-06-09,Portugal,Email Marketing,CAMP-PT-EML-033,Newsletter PT,2160,1984
2024-06-09,Portugal,Google Ads,CAMP-PT-GGL-024,Christmas Search PT,293,220
2024-06-09,Portugal,Meta Ads,CAMP-PT-MTA-017,Black Friday Campaign PT,234,181
2024-06-09,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,1582,1285
2024-06-09,Spain,Google Ads,CAMP-ES-GGL-049,Christmas Search ES,936,784
2024-06-09,Spain,Meta Ads,CAMP-ES-MTA-022,Christmas Inspiration ES,514,394
2024-06-10,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,4841,3939
2024-06-10,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,2573,1995
2024-06-10,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,2986,2580
2024-06-10,Portugal,Email Marketing,CAMP-PT-EML-038,Loyal Customer Offer PT,2325,1916
2024-06-10,Portugal,Google Ads,CAMP-PT-GGL-046,Home Decor Search PT,230,200
2024-06-10,Portugal,Meta Ads,CAMP-PT-MTA-032,Spring Collection PT,222,185
2024-06-10,Spain,Email Marketing,CAMP-ES-EML-023,Newsletter ES,916,864
2024-06-10,Spain,Google Ads,CAMP-ES-GGL-043,Home Decor Search ES,844,661
2024-06-10,Spain,Meta Ads,CAMP-ES-MTA-014,Spain Expansion ES,768,703
2024-06-11,France,Email Marketing,CAMP-FR-EML-012,Seasonal Promotion FR,3886,3227
2024-06-11,France,Google Ads,CAMP-FR-GGL-027,Brand Search FR,2480,2222
2024-06-11,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,974,739
2024-06-11,Portugal,Email Marketing,CAMP-PT-EML-033,Newsletter PT,983,809
2024-06-11,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,260,219
2024-06-11,Portugal,Meta Ads,CAMP-PT-MTA-025,Summer Living PT,340,318
2024-06-11,Spain,Email Marketing,CAMP-ES-EML-023,Newsletter ES,2693,2314
2024-06-11,Spain,Google Ads,CAMP-ES-GGL-013,Brand Search ES,519,421
2024-06-11,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,325,282
2024-06-12,France,Email Marketing,CAMP-FR-EML-020,Loyal Customer Offer FR,7272,6673
2024-06-12,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,3407,2926
2024-06-12,France,MetaAds,CAMP-FR-MTA-002,Home Refresh FR,2056,1572
2024-06-12,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,1770,1448
2024-06-12,Portugal,Google Ads,CAMP-PT-GGL-024,Christmas Search PT,314,251
2024-06-12,Portugal,Meta Ads,CAMP-PT-MTA-032,Spring Collection PT,272,233
2024-06-12,Spain,Email Marketing,CAMP-ES-EML-015,Seasonal Promotion ES,1931,1805
2024-06-12,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,362,333
2024-06-12,Spain,Meta Ads,CAMP-ES-MTA-014,Spain Expansion ES,889,709
2024-06-13,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,4719,4399
2024-06-13,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,5391,5050
2024-06-13,France,Meta Ads,CAMP-FR-MTA-011,Spring Collection FR,1000,832
2024-06-13,Portugal,Email Marketing,CAMP-PT-EML-038,Loyal Customer Offer PT,1885,1778
2024-06-13,Portugal,Google Ads,CAMP-PT-GGL-031,Brand Search PT,248,234
2024-06-13,Portugal,Meta Ads,CAMP-PT-MTA-017,Black Friday Campaign PT,345,282
2024-06-13,Spain,Email Marketing,CAMP-ES-EML-015,Seasonal Promotion ES,1469,1142
2024-06-13,Spain,Google Ads,CAMP-ES-GGL-013,Brand Search ES,386,310
2024-06-13,Spain,Meta Ads,CAMP-ES-MTA-045,Black Friday Campaign ES,254,226
2024-06-14,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,5292,4655
2024-06-14,France,Google Ads,CAMP-FR-GGL-034,Furniture Search FR,2960,2340
2024-06-14,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,2235,1945
2024-06-14,Portugal,Email Marketing,CAMP-PT-EML-038,Loyal Customer Offer PT,641,570
2024-06-14,Portugal,Google Ads,CAMP-PT-GGL-031,Brand Search PT,760,709
2024-06-14,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,155,144
2024-06-14,Spain,Email Marketing,CAMP-ES-EML-048,Welcome Series ES,2536,1914
2024-06-14,Spain,Google Ads,CAMP-ES-GGL-043,Home Decor Search ES,772,656
